"time","Fe_379","Fe_477","Fe_350","Fe_1","Fe_186"
2022-08-16 04:42:00,1.169,20.624,22.998,28.783,25.78
2022-08-16 04:52:00,1.172,20.635,23,28.822,25.78
2022-08-16 05:02:00,1.174,20.632,23.014,28.822,25.784
2022-08-16 05:12:00,1.172,20.639,23.021,28.823,25.786
2022-08-16 05:22:00,1.172,20.636,23.019,28.823,25.786
2022-08-16 05:32:00,1.172,20.637,23.018,28.825,25.786
2022-08-16 05:42:00,1.172,20.64,23.018,28.836,25.787
2022-08-16 05:52:00,1.172,20.64,23.019,28.833,25.79
2022-08-16 06:02:00,1.172,20.639,23.018,28.835,25.787
2022-08-16 06:12:00,1.172,20.64,23.019,28.832,25.784
2022-08-16 06:22:00,1.174,20.637,23.02,28.832,25.781
2022-08-16 06:32:00,1.172,20.637,23.02,28.835,25.781
2022-08-16 06:42:00,1.17,20.636,23.019,28.835,25.781
2022-08-16 06:52:00,1.172,20.638,23.021,28.835,25.779
2022-08-16 07:02:00,1.17,20.635,23.02,28.831,25.778
2022-08-16 07:12:00,1.17,20.637,23.019,28.831,25.776
2022-08-16 07:22:00,1.172,20.634,23.019,28.828,25.777
2022-08-16 07:32:00,1.177,20.632,23.019,28.824,25.774
2022-08-16 07:42:00,1.177,20.63,23.018,28.819,25.775
2022-08-16 07:52:00,1.175,20.632,23.018,28.816,25.776
2022-08-16 08:02:00,1.178,20.634,23.018,28.814,25.776
2022-08-16 08:12:00,1.178,20.623,23.017,28.809,25.777
2022-08-16 08:22:00,1.18,20.631,23.017,28.806,25.769
2022-08-16 08:32:00,1.183,20.628,23.018,28.796,25.768
2022-08-16 08:42:00,1.183,20.622,23.018,28.786,25.769
2022-08-16 08:52:00,1.188,20.621,23.017,28.782,25.767
2022-08-16 09:02:00,1.186,20.617,23.014,28.777,25.762
2022-08-16 09:12:00,1.188,20.629,23.014,28.777,25.757
2022-08-16 09:22:00,1.191,20.625,23.011,28.776,25.752
2022-08-16 09:32:00,1.198,20.62,23.007,28.771,25.752
2022-08-16 09:42:00,1.203,20.619,23.006,28.774,25.75
2022-08-16 09:52:00,1.208,20.618,23.006,28.772,25.749
2022-08-16 10:02:00,1.216,20.62,22.996,28.772,25.747
2022-08-16 10:12:00,1.218,20.617,22.996,28.771,25.749
2022-08-16 10:22:00,1.216,20.616,22.994,28.77,25.748
2022-08-16 10:32:00,1.216,20.616,22.996,28.775,25.746
2022-08-16 10:42:00,1.217,20.616,22.993,28.774,25.748
2022-08-16 10:52:00,1.221,20.618,22.993,28.774,25.749
2022-08-16 11:02:00,1.222,20.616,22.993,28.775,25.748
2022-08-16 11:12:00,1.222,20.619,22.983,28.775,25.748
2022-08-16 11:22:00,1.222,20.608,22.983,28.773,25.747
2022-08-16 11:32:00,1.222,20.598,22.985,28.774,25.746
2022-08-16 11:42:00,1.215,20.6,22.987,28.777,25.745
2022-08-16 11:52:00,1.218,20.6,22.986,28.773,25.716
2022-08-16 12:02:00,1.218,20.584,22.986,28.764,25.709
2022-08-16 12:12:00,1.216,20.57,22.988,28.765,25.707
2022-08-16 12:22:00,1.216,20.562,22.964,28.766,25.709
2022-08-16 12:32:00,1.216,20.564,22.965,28.76,25.709
2022-08-16 12:42:00,1.216,20.565,22.964,28.762,25.704
2022-08-16 12:52:00,1.218,20.563,22.962,28.754,25.694
2022-08-16 13:02:00,1.218,20.575,22.954,28.739,25.674
2022-08-16 13:12:00,1.218,20.544,22.908,28.738,25.671
2022-08-16 13:22:00,1.216,20.495,22.896,28.696,25.67
2022-08-16 13:32:00,1.216,20.469,22.887,28.688,25.647
2022-08-16 13:42:00,1.214,20.469,22.887,28.684,25.645
2022-08-16 13:52:00,1.214,20.469,22.886,28.681,25.644
2022-08-16 14:02:00,1.217,20.468,22.884,28.678,25.64
2022-08-16 14:12:00,1.217,20.462,22.878,28.634,25.638
2022-08-16 14:22:00,1.215,20.417,22.877,28.634,25.635
2022-08-16 14:32:00,1.215,20.364,22.877,28.622,25.635
2022-08-16 14:42:00,1.217,20.354,22.87,28.62,25.636
2022-08-16 14:52:00,1.215,20.32,22.872,28.582,25.626
2022-08-16 15:02:00,1.215,20.321,22.869,28.579,25.624
2022-08-16 15:12:00,1.215,20.321,22.869,28.579,25.626
2022-08-16 15:22:00,1.218,20.321,22.873,28.582,25.626
2022-08-16 15:32:00,1.215,20.319,22.872,28.582,25.625
2022-08-16 15:42:00,1.218,20.32,22.87,28.582,25.624
2022-08-16 15:52:00,1.218,20.323,22.856,28.58,25.624
2022-08-16 16:02:00,1.215,20.322,22.855,28.581,25.623
2022-08-16 16:12:00,1.218,20.32,22.857,28.581,25.606
2022-08-16 16:22:00,1.217,20.318,22.856,28.581,25.603
2022-08-16 16:32:00,1.22,20.318,22.858,28.58,25.605
2022-08-16 16:42:00,1.222,20.318,22.856,28.582,25.603
2022-08-16 16:52:00,1.224,20.318,22.856,28.58,25.602
2022-08-16 17:02:00,1.226,20.318,22.852,28.582,25.599
2022-08-16 17:12:00,1.226,20.319,22.854,28.581,25.6
2022-08-16 17:22:00,1.224,20.321,22.855,28.581,25.601
2022-08-16 17:32:00,1.221,20.318,22.854,28.583,25.6
2022-08-16 17:42:00,1.214,20.321,22.854,28.582,25.601
2022-08-16 17:52:00,1.212,20.32,22.855,28.582,25.601
2022-08-16 18:02:00,1.214,20.321,22.856,28.584,25.603
2022-08-16 18:12:00,1.207,20.321,22.854,28.583,25.599
2022-08-16 18:22:00,1.207,20.323,22.854,28.582,25.601
2022-08-16 18:32:00,1.209,20.322,22.855,28.583,25.6
2022-08-16 18:42:00,1.207,20.321,22.855,28.584,25.599
2022-08-16 18:52:00,1.204,20.32,22.855,28.585,25.6
2022-08-16 19:02:00,1.202,20.32,22.855,28.585,25.6
2022-08-16 19:12:00,1.204,20.321,22.857,28.585,25.599
2022-08-16 19:22:00,1.206,20.32,22.856,28.585,25.6
2022-08-16 19:32:00,1.208,20.321,22.856,28.586,25.601
2022-08-16 19:42:00,1.203,20.318,22.856,28.587,25.599
2022-08-16 19:52:00,1.208,20.32,22.857,28.587,25.599
2022-08-16 20:02:00,1.208,20.32,22.855,28.586,25.6
2022-08-16 20:12:00,1.203,20.318,22.857,28.585,25.602
2022-08-16 20:22:00,1.205,20.32,22.858,28.588,25.602
2022-08-16 20:32:00,1.208,20.32,22.858,28.585,25.601
2022-08-16 20:42:00,1.208,20.321,22.858,28.584,25.604
2022-08-16 20:52:00,1.21,20.326,22.859,28.585,25.607
2022-08-16 21:02:00,1.212,20.325,22.862,28.586,25.607
2022-08-16 21:12:00,1.212,20.322,22.86,28.587,25.608
2022-08-16 21:22:00,1.212,20.322,22.861,28.587,25.608
2022-08-16 21:32:00,1.21,20.326,22.861,28.589,25.609
2022-08-16 21:42:00,1.21,20.323,22.863,28.589,25.609
2022-08-16 21:52:00,1.212,20.325,22.863,28.585,25.611
2022-08-16 22:02:00,1.21,20.329,22.863,28.585,25.611
2022-08-16 22:12:00,1.21,20.327,22.863,28.584,25.612
2022-08-16 22:22:00,1.212,20.331,22.863,28.584,25.611
2022-08-16 22:32:00,1.21,20.328,22.863,28.585,25.615
2022-08-16 22:42:00,1.21,20.333,22.865,28.583,25.613
2022-08-16 22:52:00,1.212,20.334,22.865,28.584,25.613
2022-08-16 23:12:00,1.21,20.333,22.866,28.584,25.615
2022-08-16 23:22:00,1.21,20.335,22.867,28.583,25.615
2022-08-16 23:32:00,1.21,20.335,22.867,28.584,25.615
2022-08-16 23:42:00,1.207,20.336,22.869,28.584,25.616
2022-08-16 23:52:00,1.209,20.336,22.866,28.583,25.617
2022-08-17 00:02:00,1.207,20.336,22.868,28.584,25.619
2022-08-17 00:12:00,1.207,20.339,22.868,28.583,25.618
2022-08-17 00:22:00,1.207,20.339,22.866,28.585,25.619
2022-08-17 00:32:00,1.207,20.341,22.87,28.585,25.621
2022-08-17 00:42:00,1.207,20.344,22.872,28.585,25.619
2022-08-17 00:52:00,1.205,20.343,22.872,28.584,25.622
2022-08-17 01:02:00,1.202,20.345,22.874,28.591,25.622
2022-08-17 01:12:00,1.2,20.345,22.874,28.604,25.62
2022-08-17 01:22:00,1.202,20.347,22.874,28.605,25.622
2022-08-17 01:32:00,1.2,20.349,22.874,28.607,25.623
2022-08-17 01:42:00,1.197,20.349,22.88,28.609,25.623
2022-08-17 01:52:00,1.2,20.354,22.878,28.611,25.625
2022-08-17 02:02:00,1.195,20.417,22.877,28.621,25.624
2022-08-17 02:12:00,1.2,20.423,22.881,28.621,25.622
2022-08-17 02:22:00,1.197,20.426,22.879,28.623,25.622
2022-08-17 02:32:00,1.195,20.436,22.88,28.628,25.624
2022-08-17 02:42:00,1.192,20.444,22.878,28.629,25.625
2022-08-17 02:52:00,1.19,20.45,22.878,28.631,25.625
2022-08-17 03:02:00,1.192,20.452,22.877,28.631,25.63
2022-08-17 03:12:00,1.192,20.454,22.875,28.636,25.632
2022-08-17 03:22:00,1.197,20.457,22.874,28.641,25.631
2022-08-17 03:32:00,1.197,20.458,22.875,28.644,25.632
2022-08-17 03:42:00,1.194,20.459,22.875,28.644,25.633
2022-08-17 03:52:00,1.194,20.461,22.879,28.644,25.636
2022-08-17 04:02:00,1.192,20.464,22.878,28.656,25.636
2022-08-17 04:12:00,1.194,20.468,22.874,28.656,25.639
2022-08-17 04:22:00,1.194,20.465,22.876,28.657,25.642
2022-08-17 04:32:00,1.192,20.474,22.877,28.657,25.643
2022-08-17 04:42:00,1.192,20.476,22.873,28.66,25.645
2022-08-17 04:52:00,1.194,20.474,22.875,28.659,25.645
2022-08-17 05:02:00,1.194,20.474,22.874,28.66,25.645
2022-08-17 05:12:00,1.194,20.475,22.874,28.659,25.645
2022-08-17 05:22:00,1.191,20.475,22.876,28.659,25.647
2022-08-17 05:32:00,1.191,20.475,22.873,28.659,25.648
2022-08-17 05:42:00,1.194,20.473,22.874,28.656,25.647
2022-08-17 05:52:00,1.194,20.47,22.874,28.655,25.649
2022-08-17 06:02:00,1.191,20.47,22.871,28.656,25.649
2022-08-17 06:12:00,1.191,20.467,22.872,28.655,25.646
2022-08-17 06:22:00,1.194,20.466,22.871,28.655,25.646
2022-08-17 06:32:00,1.191,20.464,22.871,28.652,25.645
2022-08-17 06:42:00,1.191,20.46,22.87,28.646,25.645
2022-08-17 06:52:00,1.189,20.46,22.871,28.643,25.644
2022-08-17 07:02:00,1.189,20.458,22.869,28.635,25.642
2022-08-17 07:12:00,1.189,20.457,22.872,28.626,25.638
2022-08-17 07:22:00,1.189,20.453,22.871,28.625,25.637
2022-08-17 07:32:00,1.189,20.456,22.872,28.62,25.637
2022-08-17 07:42:00,1.189,20.454,22.871,28.619,25.636
2022-08-17 07:52:00,1.189,20.452,22.871,28.615,25.634
2022-08-17 08:02:00,1.189,20.451,22.872,28.601,25.63
2022-08-17 08:12:00,1.194,20.449,22.87,28.597,25.632
2022-08-17 08:22:00,1.201,20.451,22.869,28.592,25.63
2022-08-17 08:32:00,1.201,20.447,22.867,28.583,25.628
2022-08-17 08:42:00,1.206,20.445,22.869,28.583,25.63
2022-08-17 08:52:00,1.209,20.444,22.869,28.577,25.628
2022-08-17 09:02:00,1.211,20.442,22.868,28.577,25.626
2022-08-17 09:12:00,1.211,20.422,22.866,28.579,25.629
2022-08-17 09:22:00,1.212,20.418,22.869,28.579,25.626
2022-08-17 09:32:00,1.212,20.418,22.869,28.579,25.627
2022-08-17 09:42:00,1.213,20.384,22.857,28.578,25.615
2022-08-17 09:52:00,1.213,20.384,22.857,28.578,25.613
2022-08-17 10:02:00,1.215,20.36,22.854,28.58,25.609
2022-08-17 10:12:00,1.216,20.351,22.853,28.578,25.602
2022-08-17 10:22:00,1.216,20.35,22.852,28.579,25.597
2022-08-17 10:32:00,1.212,20.353,22.849,28.57,25.58
2022-08-17 10:42:00,1.214,20.334,22.848,28.568,25.582
2022-08-17 10:52:00,1.215,20.321,22.837,28.567,25.581
2022-08-17 11:02:00,1.215,20.32,22.833,28.537,25.578
2022-08-17 11:12:00,1.215,20.321,22.834,28.538,25.577
2022-08-17 11:22:00,1.215,20.321,22.834,28.534,25.576
2022-08-17 11:32:00,1.215,20.318,22.822,28.483,25.466
2022-08-17 11:42:00,1.215,20.314,22.763,28.476,25.443
2022-08-17 11:52:00,1.215,20.309,22.738,28.452,25.432
2022-08-17 12:02:00,1.216,20.3,22.727,28.454,25.433
2022-08-17 12:12:00,1.218,20.269,22.727,28.452,25.433
2022-08-17 12:22:00,1.216,20.267,22.731,28.454,25.431
2022-08-17 12:32:00,1.221,20.267,22.73,28.454,25.429
2022-08-17 12:42:00,1.221,20.26,22.73,28.451,25.43
2022-08-17 12:52:00,1.221,20.252,22.729,28.452,25.429
2022-08-17 13:02:00,1.221,20.226,22.727,28.449,25.431
2022-08-17 13:12:00,1.219,20.21,22.728,28.452,25.431
2022-08-17 13:22:00,1.219,20.208,22.73,28.451,25.431
2022-08-17 13:32:00,1.219,20.208,22.73,28.45,25.43
2022-08-17 13:42:00,1.221,20.209,22.728,28.452,25.432
2022-08-17 13:52:00,1.223,20.204,22.729,28.45,25.433
2022-08-17 14:02:00,1.223,20.197,22.729,28.449,25.433
2022-08-17 14:12:00,1.23,20.199,22.728,28.448,25.432
2022-08-17 14:22:00,1.229,20.199,22.73,28.448,25.433
2022-08-17 14:32:00,1.232,20.197,22.726,28.417,25.434
2022-08-17 14:42:00,1.232,20.161,22.697,28.411,25.472
2022-08-17 14:52:00,1.232,20.151,22.69,28.409,25.472
2022-08-17 15:02:00,1.232,20.149,22.688,28.41,25.471
2022-08-17 15:12:00,1.232,20.148,22.679,28.372,25.47
2022-08-17 15:22:00,1.232,20.145,22.679,28.373,25.471
2022-08-17 15:32:00,1.231,20.146,22.679,28.373,25.471
2022-08-17 15:42:00,1.229,20.146,22.678,28.373,25.471
2022-08-17 15:52:00,1.229,20.144,22.68,28.372,25.471
2022-08-17 16:02:00,1.219,20.144,22.679,28.372,25.47
2022-08-17 16:12:00,1.219,20.137,22.678,28.372,25.471
2022-08-17 16:22:00,1.216,20.138,22.677,28.372,25.472
2022-08-17 16:32:00,1.216,20.136,22.677,28.371,25.472
2022-08-17 16:42:00,1.216,20.139,22.678,28.37,25.472
2022-08-17 16:52:00,1.217,20.139,22.676,28.37,25.471
2022-08-17 17:02:00,1.214,20.139,22.676,28.371,25.471
2022-08-17 17:12:00,1.215,20.138,22.675,28.37,25.471
2022-08-17 17:22:00,1.215,20.138,22.675,28.369,25.471
2022-08-17 17:32:00,1.217,20.137,22.673,28.37,25.471
2022-08-17 17:42:00,1.214,20.138,22.675,28.37,25.471
2022-08-17 17:52:00,1.214,20.138,22.676,28.368,25.471
2022-08-17 18:02:00,1.214,20.138,22.676,28.365,25.471
2022-08-17 18:12:00,1.214,20.138,22.676,28.363,25.471
2022-08-17 18:22:00,1.217,20.14,22.674,28.364,25.469
2022-08-17 18:32:00,1.21,20.138,22.676,28.365,25.468
2022-08-17 18:42:00,1.205,20.138,22.674,28.362,25.467
2022-08-17 18:52:00,1.2,20.137,22.676,28.361,25.466
2022-08-17 19:02:00,1.198,20.136,22.675,28.362,25.463
2022-08-17 19:12:00,1.195,20.135,22.676,28.364,25.463
2022-08-17 19:22:00,1.195,20.135,22.678,28.363,25.464
2022-08-17 19:32:00,1.193,20.134,22.675,28.363,25.461
2022-08-17 19:42:00,1.195,20.134,22.676,28.363,25.461
2022-08-17 19:52:00,1.195,20.136,22.677,28.362,25.46
2022-08-17 20:02:00,1.195,20.134,22.678,28.365,25.461
2022-08-17 20:12:00,1.19,20.135,22.677,28.364,25.459
2022-08-17 20:22:00,1.192,20.134,22.676,28.364,25.459
2022-08-17 20:32:00,1.192,20.133,22.675,28.365,25.459
2022-08-17 20:42:00,1.192,20.136,22.676,28.365,25.458
2022-08-17 20:52:00,1.192,20.134,22.678,28.365,25.456
2022-08-17 21:02:00,1.192,20.134,22.677,28.365,25.455
2022-08-17 21:12:00,1.197,20.135,22.676,28.366,25.457
2022-08-17 21:22:00,1.197,20.131,22.678,28.367,25.456
2022-08-17 21:32:00,1.202,20.136,22.675,28.366,25.454
2022-08-17 21:42:00,1.206,20.135,22.678,28.369,25.455
2022-08-17 21:52:00,1.202,20.139,22.678,28.37,25.455
2022-08-17 22:02:00,1.204,20.138,22.677,28.367,25.455
2022-08-17 22:12:00,1.202,20.138,22.678,28.368,25.455
2022-08-17 22:22:00,1.204,20.137,22.678,28.369,25.455
2022-08-17 22:32:00,1.209,20.14,22.677,28.369,25.455
2022-08-17 22:42:00,1.204,20.142,22.678,28.368,25.455
2022-08-17 22:52:00,1.206,20.144,22.679,28.372,25.453
2022-08-17 23:02:00,1.206,20.144,22.682,28.376,25.455
2022-08-17 23:12:00,1.204,20.144,22.679,28.377,25.455
2022-08-17 23:22:00,1.211,20.148,22.681,28.375,25.455
2022-08-17 23:32:00,1.208,20.149,22.679,28.375,25.455
2022-08-17 23:42:00,1.208,20.148,22.678,28.372,25.454
2022-08-17 23:52:00,1.211,20.148,22.678,28.377,25.453
2022-08-18 00:02:00,1.213,20.148,22.679,28.376,25.454
2022-08-18 00:12:00,1.211,20.149,22.679,28.378,25.453
2022-08-18 00:22:00,1.211,20.149,22.678,28.379,25.455
2022-08-18 00:32:00,1.213,20.151,22.679,28.374,25.454
2022-08-18 00:42:00,1.21,20.157,22.681,28.374,25.453
2022-08-18 00:52:00,1.208,20.154,22.681,28.375,25.453
2022-08-18 01:02:00,1.21,20.154,22.681,28.376,25.454
2022-08-18 01:12:00,1.208,20.153,22.679,28.379,25.451
2022-08-18 01:22:00,1.201,20.158,22.685,28.378,25.453
2022-08-18 01:32:00,1.2,20.16,22.685,28.374,25.453
2022-08-18 01:42:00,1.2,20.158,22.685,28.374,25.452
2022-08-18 01:52:00,1.2,20.16,22.684,28.381,25.453
2022-08-18 02:02:00,1.198,20.16,22.687,28.381,25.453
2022-08-18 02:12:00,1.198,20.159,22.689,28.383,25.452
2022-08-18 02:22:00,1.2,20.162,22.689,28.383,25.454
2022-08-18 02:32:00,1.2,20.162,22.689,28.392,25.453
2022-08-18 02:42:00,1.199,20.166,22.688,28.396,25.453
2022-08-18 02:52:00,1.197,20.166,22.687,28.4,25.453
2022-08-18 03:02:00,1.201,20.179,22.684,28.403,25.451
2022-08-18 03:22:00,1.197,20.198,22.701,28.403,25.453
2022-08-18 03:32:00,1.196,20.202,22.704,28.404,25.453
2022-08-18 03:42:00,1.199,20.224,22.703,28.403,25.453
2022-08-18 03:52:00,1.196,20.226,22.704,28.405,25.455
2022-08-18 04:02:00,1.198,20.225,22.715,28.409,25.453
2022-08-18 04:12:00,1.196,20.227,22.722,28.409,25.455
2022-08-18 04:22:00,1.193,20.226,22.726,28.413,25.453
2022-08-18 04:32:00,1.198,20.231,22.729,28.45,25.455
2022-08-18 04:42:00,1.198,20.247,22.728,28.452,25.453
2022-08-18 04:52:00,1.198,20.269,22.729,28.452,25.446
2022-08-18 05:02:00,1.198,20.284,22.727,28.452,25.444
2022-08-18 05:12:00,1.197,20.285,22.73,28.454,25.447
2022-08-18 05:22:00,1.197,20.281,22.731,28.453,25.447
2022-08-18 05:32:00,1.197,20.282,22.73,28.454,25.446
2022-08-18 05:42:00,1.197,20.282,22.732,28.453,25.448
2022-08-18 05:52:00,1.197,20.283,22.73,28.453,25.446
2022-08-18 06:02:00,1.197,20.286,22.73,28.455,25.448
2022-08-18 06:12:00,1.2,20.286,22.728,28.455,25.445
2022-08-18 06:22:00,1.197,20.286,22.729,28.455,25.447
2022-08-18 06:32:00,1.197,20.288,22.729,28.458,25.447
2022-08-18 06:42:00,1.197,20.288,22.731,28.458,25.447
2022-08-18 06:52:00,1.197,20.29,22.729,28.455,25.448
2022-08-18 07:02:00,1.199,20.29,22.729,28.457,25.45
2022-08-18 07:12:00,1.199,20.29,22.728,28.457,25.448
2022-08-18 07:22:00,1.197,20.29,22.729,28.457,25.45
2022-08-18 07:32:00,1.199,20.289,22.727,28.458,25.45
2022-08-18 07:42:00,1.199,20.289,22.731,28.457,25.45
2022-08-18 07:52:00,1.197,20.292,22.729,28.455,25.45
2022-08-18 08:02:00,1.197,20.292,22.729,28.459,25.45
2022-08-18 08:12:00,1.195,20.291,22.73,28.457,25.45
2022-08-18 08:22:00,1.197,20.29,22.725,28.459,25.449
2022-08-18 08:32:00,1.195,20.292,22.727,28.458,25.451
2022-08-18 08:42:00,1.197,20.301,22.735,28.462,25.452
2022-08-18 08:52:00,1.195,20.303,22.737,28.472,25.451
2022-08-18 09:02:00,1.199,20.301,22.742,28.473,25.452
2022-08-18 09:12:00,1.199,20.3,22.783,28.474,25.457
2022-08-18 09:22:00,1.197,20.308,22.812,28.48,25.465
2022-08-18 09:32:00,1.199,20.315,22.807,28.528,25.471
2022-08-18 09:42:00,1.194,20.317,22.809,28.527,25.486
2022-08-18 09:52:00,1.184,20.33,22.811,28.528,25.496
2022-08-18 10:02:00,1.184,20.33,22.811,28.528,25.505
2022-08-18 10:12:00,1.177,20.448,22.816,28.557,25.513
2022-08-18 10:22:00,1.181,20.472,22.829,28.557,25.521
2022-08-18 10:32:00,1.174,20.46,22.841,28.557,25.529
2022-08-18 10:42:00,1.174,20.461,22.846,28.558,25.535
2022-08-18 10:52:00,1.176,20.46,22.85,28.56,25.537
2022-08-18 11:02:00,1.176,20.468,22.854,28.561,25.546
2022-08-18 11:12:00,1.176,20.471,22.856,28.562,25.553
2022-08-18 11:22:00,1.18,20.475,22.859,28.567,25.559
2022-08-18 11:32:00,1.18,20.479,22.862,28.567,25.565
2022-08-18 11:42:00,1.176,20.488,22.864,28.568,25.567
2022-08-18 11:52:00,1.178,20.488,22.865,28.568,25.57
2022-08-18 12:02:00,1.178,20.49,22.865,28.568,25.569
2022-08-18 12:12:00,1.178,20.493,22.865,28.569,25.567
2022-08-18 12:22:00,1.173,20.495,22.866,28.568,25.569
2022-08-18 12:32:00,1.176,20.5,22.867,28.569,25.569
2022-08-18 12:42:00,1.18,20.501,22.868,28.57,25.567
2022-08-18 12:52:00,1.18,20.5,22.868,28.569,25.568
2022-08-18 13:02:00,1.183,20.499,22.867,28.569,25.567
2022-08-18 13:12:00,1.183,20.497,22.868,28.569,25.566
2022-08-18 13:22:00,1.183,20.498,22.865,28.568,25.565
2022-08-18 13:32:00,1.185,20.496,22.867,28.568,25.565
2022-08-18 13:42:00,1.185,20.497,22.866,28.569,25.564
2022-08-18 13:52:00,1.185,20.495,22.864,28.567,25.565
2022-08-18 14:02:00,1.183,20.497,22.863,28.569,25.561
2022-08-18 14:12:00,1.188,20.494,22.864,28.568,25.563
2022-08-18 14:22:00,1.186,20.494,22.862,28.569,25.562
2022-08-18 14:32:00,1.186,20.491,22.862,28.566,25.561
2022-08-18 14:42:00,1.186,20.494,22.862,28.567,25.562
2022-08-18 14:52:00,1.188,20.49,22.86,28.567,25.56
2022-08-18 15:02:00,1.19,20.491,22.86,28.566,25.557
2022-08-18 15:12:00,1.188,20.495,22.86,28.567,25.559
2022-08-18 15:22:00,1.191,20.496,22.861,28.566,25.559
2022-08-18 15:32:00,1.188,20.496,22.858,28.566,25.558
2022-08-18 15:42:00,1.188,20.494,22.858,28.567,25.556
2022-08-18 15:52:00,1.188,20.495,22.859,28.565,25.559
2022-08-18 16:02:00,1.191,20.494,22.859,28.564,25.559
2022-08-18 16:12:00,1.191,20.495,22.86,28.569,25.556
2022-08-18 16:22:00,1.188,20.495,22.861,28.568,25.559
2022-08-18 16:32:00,1.191,20.498,22.859,28.569,25.556
2022-08-18 16:42:00,1.191,20.498,22.86,28.568,25.558
2022-08-18 16:52:00,1.188,20.497,22.859,28.569,25.562
2022-08-18 17:02:00,1.186,20.496,22.859,28.569,25.561
2022-08-18 17:12:00,1.188,20.498,22.86,28.568,25.557
2022-08-18 17:22:00,1.188,20.501,22.861,28.57,25.559
2022-08-18 17:32:00,1.186,20.501,22.862,28.567,25.559
2022-08-18 17:42:00,1.186,20.5,22.862,28.569,25.56
2022-08-18 17:52:00,1.186,20.502,22.864,28.569,25.56
2022-08-18 18:02:00,1.186,20.502,22.864,28.569,25.561
2022-08-18 18:12:00,1.183,20.502,22.865,28.57,25.561
2022-08-18 18:22:00,1.186,20.501,22.865,28.571,25.563
2022-08-18 18:32:00,1.183,20.503,22.864,28.569,25.563
2022-08-18 18:42:00,1.183,20.505,22.866,28.57,25.564
2022-08-18 18:52:00,1.186,20.502,22.867,28.568,25.568
2022-08-18 19:02:00,1.183,20.504,22.866,28.575,25.567
2022-08-18 19:12:00,1.185,20.503,22.87,28.576,25.571
2022-08-18 19:22:00,1.185,20.504,22.871,28.575,25.571
2022-08-18 19:32:00,1.185,20.506,22.874,28.58,25.574
2022-08-18 19:42:00,1.178,20.503,22.875,28.581,25.577
2022-08-18 19:52:00,1.176,20.536,22.877,28.583,25.58
2022-08-18 20:02:00,1.178,20.535,22.879,28.579,25.586
2022-08-18 20:12:00,1.18,20.543,22.88,28.582,25.594
2022-08-18 20:22:00,1.178,20.561,22.878,28.581,25.606
2022-08-18 20:32:00,1.173,20.558,22.874,28.618,25.61
2022-08-18 20:42:00,1.173,20.557,22.878,28.667,25.613
2022-08-18 20:52:00,1.173,20.556,22.882,28.669,25.615
2022-08-18 21:02:00,1.183,20.553,22.895,28.682,25.618
2022-08-18 21:12:00,1.182,20.552,22.897,28.681,25.62
2022-08-18 21:22:00,1.18,20.55,22.896,28.682,25.62
2022-08-18 21:32:00,1.18,20.549,22.895,28.682,25.62
2022-08-18 21:42:00,1.182,20.547,22.897,28.681,25.624
2022-08-18 21:52:00,1.182,20.551,22.899,28.683,25.633
2022-08-18 22:02:00,1.182,20.552,22.901,28.683,25.635
2022-08-18 22:12:00,1.185,20.552,22.903,28.685,25.637
2022-08-18 22:22:00,1.182,20.55,22.904,28.687,25.639
2022-08-18 22:32:00,1.182,20.552,22.905,28.689,25.646
2022-08-18 22:42:00,1.182,20.555,22.913,28.693,25.65
2022-08-18 22:52:00,1.182,20.557,22.923,28.703,25.655
2022-08-18 23:02:00,1.182,20.56,22.959,28.705,25.66
2022-08-18 23:12:00,1.182,20.559,22.968,28.705,25.663
2022-08-18 23:22:00,1.182,20.559,22.97,28.734,25.666
2022-08-18 23:32:00,1.185,20.561,22.972,28.734,25.673
2022-08-18 23:42:00,1.182,20.558,22.971,28.736,25.676
2022-08-18 23:52:00,1.182,20.56,22.97,28.74,25.676
2022-08-19 00:02:00,1.184,20.557,22.971,28.741,25.68
2022-08-19 00:12:00,1.184,20.561,22.971,28.74,25.68
2022-08-19 00:22:00,1.184,20.559,22.973,28.737,25.682
2022-08-19 00:32:00,1.184,20.558,22.97,28.745,25.682
2022-08-19 00:42:00,1.182,20.563,22.97,28.772,25.685
2022-08-19 00:52:00,1.182,20.558,22.968,28.774,25.694
2022-08-19 01:02:00,1.184,20.561,22.97,28.781,25.699
2022-08-19 01:12:00,1.184,20.561,22.986,28.779,25.699
2022-08-19 01:22:00,1.182,20.563,22.99,28.78,25.709
2022-08-19 01:32:00,1.184,20.581,22.987,28.797,25.716
2022-08-19 01:42:00,1.182,20.601,22.99,28.8,25.725
2022-08-19 01:52:00,1.184,20.598,22.991,28.809,25.738
2022-08-19 02:02:00,1.182,20.6,22.995,28.812,25.741
2022-08-19 02:12:00,1.184,20.604,22.999,28.811,25.743
2022-08-19 02:22:00,1.184,20.602,23.003,28.814,25.743
2022-08-19 02:32:00,1.184,20.605,23.006,28.817,25.744
2022-08-19 02:42:00,1.184,20.605,23.016,28.841,25.776
2022-08-19 02:52:00,1.184,20.606,23.019,28.84,25.779
2022-08-19 03:02:00,1.184,20.607,23.018,28.865,25.781
2022-08-19 03:12:00,1.184,20.614,23.017,28.865,25.783
2022-08-19 03:22:00,1.184,20.618,23.016,28.866,25.784
