"sample_ID","start_measurement","start_equilibration","drying_interval","equilibration_interval","psi_1","psi_2","psi","comment","year","campaign","minutes"
"FASY_01",2023-06-14 11:34:00,2023-06-14 11:04:00,NA,30,"0.32",NA,0.32,NA,"2023","1",0
"FASY_01",2023-06-14 11:56:00,2023-06-14 11:26:00,1320,30,"2.17","2.65",2.41,NA,"2023","1",22
"FASY_01",2023-06-14 13:29:00,2023-06-14 12:59:00,5580,30,"14.64","13.98",14.31,NA,"2023","1",115
"FASY_01",2023-06-14 15:02:00,2023-06-14 14:32:00,5580,30,"23.37","22.64",23.005,NA,"2023","1",208
"FASY_01",2023-06-14 16:32:00,2023-06-14 16:02:00,5400,30,"29.01","29.43",29.22,NA,"2023","1",298
"FASY_01",2023-06-14 18:02:00,2023-06-14 17:32:00,5400,30,"35.19","32.33",33.76,NA,"2023","1",388
"FASY_01",2023-06-14 21:32:00,2023-06-14 21:02:00,12600,30,"38.3","41.7",40,NA,"2023","1",598
"FASY_01",2023-06-15 08:14:00,2023-06-15 07:44:00,38520,30,"55.7",NA,55.7,NA,"2023","1",1240
"FASY_02",2023-06-14 11:11:00,2023-06-14 10:41:00,NA,30,"0.53",NA,0.53,NA,"2023","1",0
"FASY_02",2023-06-14 11:49:00,2023-06-14 11:19:00,2280,30,"3.67","4.49",4.08,NA,"2023","1",38
"FASY_02",2023-06-14 13:25:00,2023-06-14 12:55:00,5760,30,"16.56","19.34",17.95,NA,"2023","1",134
"FASY_02",2023-06-14 14:58:00,2023-06-14 14:28:00,5580,30,"25.39","26.83",26.11,NA,"2023","1",227
"FASY_02",2023-06-14 16:28:00,2023-06-14 15:58:00,5400,30,"31.89","30.92",31.405,NA,"2023","1",317
"FASY_02",2023-06-14 17:58:00,2023-06-14 17:28:00,5400,30,"35.51","33.38",34.445,NA,"2023","1",407
"FASY_02",2023-06-14 21:32:00,2023-06-14 21:02:00,12840,30,"36.8","37.1",36.95,NA,"2023","1",621
"FASY_02",2023-06-15 08:10:00,2023-06-15 07:40:00,38280,30,"58.43",NA,58.43,NA,"2023","1",1259
"FASY_03",2023-06-14 11:20:00,2023-06-14 10:50:00,NA,30,"0.25",NA,0.25,NA,"2023","1",0
"FASY_03",2023-06-14 11:51:00,2023-06-14 11:21:00,1860,30,"1.87","1.17",1.52,NA,"2023","1",31
"FASY_03",2023-06-14 13:27:00,2023-06-14 12:57:00,5760,30,"16.52","15.92",16.22,NA,"2023","1",127
"FASY_03",2023-06-14 15:00:00,2023-06-14 14:30:00,5580,30,"26.24","24.51",25.375,NA,"2023","1",220
"FASY_03",2023-06-14 16:29:00,2023-06-14 15:59:00,5340,30,"33.06","34.05",33.555,NA,"2023","1",309
"FASY_03",2023-06-14 17:59:00,2023-06-14 17:29:00,5400,30,"35.48","47.64",41.56,NA,"2023","1",399
"FASY_03",2023-06-14 21:32:00,2023-06-14 21:02:00,12780,30,"51.4","46.8",49.1,NA,"2023","1",612
"FASY_03",2023-06-15 08:12:00,2023-06-15 07:42:00,38400,30,"57.3",NA,57.3,NA,"2023","1",1252
"FASY_04",2023-06-14 11:30:00,2023-06-14 11:00:00,NA,30,"0.62",NA,0.62,NA,"2023","1",0
"FASY_04",2023-06-14 11:54:00,2023-06-14 11:24:00,1440,30,"1.83","1.94",1.885,NA,"2023","1",24
"FASY_04",2023-06-14 13:27:00,2023-06-14 12:57:00,5580,30,"12.53","13.3",12.915,NA,"2023","1",117
"FASY_04",2023-06-14 15:01:00,2023-06-14 14:31:00,5640,30,"21.94","21.79",21.865,NA,"2023","1",211
"FASY_04",2023-06-14 16:31:00,2023-06-14 16:01:00,5400,30,"28.24","28.47",28.355,NA,"2023","1",301
"FASY_04",2023-06-14 18:01:00,2023-06-14 17:31:00,5400,30,"31.49","30.82",31.155,NA,"2023","1",391
"FASY_04",2023-06-14 21:32:00,2023-06-14 21:02:00,12660,30,"42.5","46.8",44.65,NA,"2023","1",602
"FASY_04",2023-06-15 08:13:00,2023-06-15 07:43:00,38460,30,"55",NA,55,NA,"2023","1",1243
"FASY_01",2023-07-18 11:48:00,2023-07-18 11:18:00,NA,30,"0.83",NA,0.83,NA,"2023","2",0
"FASY_01",2023-07-18 12:12:00,2023-07-18 11:42:00,1440,30,"0.63","0.98",0.805,NA,"2023","2",24
"FASY_01",2023-07-18 13:05:00,2023-07-18 12:35:00,3180,30,"0.57","0.62",0.595,NA,"2023","2",77
"FASY_01",2023-07-18 15:03:00,2023-07-18 14:33:00,7080,30,"7.01","11.12",9.065,NA,"2023","2",195
"FASY_01",2023-07-18 16:33:00,2023-07-18 16:03:00,5400,30,"11.28","12.81",12.045,NA,"2023","2",285
"FASY_01",2023-07-18 18:33:00,2023-07-18 18:03:00,7200,30,"22.12","20.9",21.51,NA,"2023","2",405
"FASY_01",2023-07-18 23:55:00,2023-07-18 23:25:00,19320,30,"31.3",NA,31.3,NA,"2023","2",727
"FASY_01",2023-07-19 08:37:00,2023-07-19 08:07:00,31320,30,"38.61","39.63",39.12,NA,"2023","2",1249
"FASY_01",2023-07-19 10:05:00,2023-07-19 09:35:00,5280,30,"42.02","43.72",42.87,NA,"2023","2",1337
"FASY_01",2023-07-19 12:05:00,2023-07-19 11:35:00,7200,30,"44.83","45.7",45.265,NA,"2023","2",1457
"FASY_01",2023-07-19 14:05:00,2023-07-19 13:35:00,7200,30,"56.26","65",60.63,NA,"2023","2",1577
"FASY_01",2023-07-19 16:05:00,2023-07-19 15:35:00,7200,30,"66.72",NA,66.72,NA,"2023","2",1697
"FASY_02",2023-07-18 11:42:00,2023-07-18 11:12:00,NA,30,"0.67",NA,0.67,NA,"2023","2",0
"FASY_02",2023-07-18 12:10:00,2023-07-18 11:40:00,1680,30,"0.89","1.11",1,NA,"2023","2",28
"FASY_02",2023-07-18 13:05:00,2023-07-18 12:35:00,3300,30,"0.72","0.83",0.775,NA,"2023","2",83
"FASY_02",2023-07-18 15:02:00,2023-07-18 14:32:00,7020,30,"7.46","5.1",6.28,NA,"2023","2",200
"FASY_02",2023-07-18 16:32:00,2023-07-18 16:02:00,5400,30,"10.47","11.54",11.005,NA,"2023","2",290
"FASY_02",2023-07-18 18:32:00,2023-07-18 18:02:00,7200,30,"16.24","16.61",16.425,NA,"2023","2",410
"FASY_02",2023-07-18 23:55:00,2023-07-18 23:25:00,19380,30,"28.3",NA,28.3,NA,"2023","2",733
"FASY_02",2023-07-19 10:05:00,2023-07-19 09:35:00,36600,30,"39.63","41.23",40.43,NA,"2023","2",1343
"FASY_02",2023-07-19 12:05:00,2023-07-19 11:35:00,7200,30,"39.51",NA,39.51,NA,"2023","2",1463
"FASY_02",2023-07-19 14:05:00,2023-07-19 13:35:00,7200,30,"37.54","37.31",37.425,NA,"2023","2",1583
"FASY_02",2023-07-19 16:05:00,2023-07-19 15:35:00,7200,30,"44.43",NA,44.43,NA,"2023","2",1703
"FASY_02",2023-07-19 20:45:00,2023-07-19 20:15:00,16800,30,"54.5","57.1",55.8,NA,"2023","2",1983
"FASY_03",2023-07-18 11:33:00,2023-07-18 11:03:00,NA,30,"0.81",NA,0.81,NA,"2023","2",0
"FASY_03",2023-07-18 12:00:00,2023-07-18 11:30:00,1620,30,"0.99","1.62",1.305,NA,"2023","2",27
"FASY_03",2023-07-18 13:02:00,2023-07-18 12:32:00,3720,30,"1.16","0.81",0.985,NA,"2023","2",89
"FASY_03",2023-07-18 15:01:00,2023-07-18 14:31:00,7140,30,"7.12","6.02",6.57,NA,"2023","2",208
"FASY_03",2023-07-18 16:31:00,2023-07-18 16:01:00,5400,30,"10.84","14.82",12.83,NA,"2023","2",298
"FASY_03",2023-07-18 18:31:00,2023-07-18 18:01:00,7200,30,"23.93","20.14",22.035,NA,"2023","2",418
"FASY_03",2023-07-18 23:55:00,2023-07-18 23:25:00,19440,30,"30.6",NA,30.6,NA,"2023","2",742
"FASY_03",2023-07-19 08:36:00,2023-07-19 08:06:00,31260,30,"40.27","41.91",41.09,NA,"2023","2",1263
"FASY_03",2023-07-19 10:05:00,2023-07-19 09:35:00,5340,30,"42.65","43.26",42.955,NA,"2023","2",1352
"FASY_03",2023-07-19 12:05:00,2023-07-19 11:35:00,7200,30,"43.71","43.62",43.665,NA,"2023","2",1472
"FASY_03",2023-07-19 14:05:00,2023-07-19 13:35:00,7200,30,"52.88","50.46",51.67,NA,"2023","2",1592
"FASY_03",2023-07-19 16:05:00,2023-07-19 15:35:00,7200,30,"61.69","48.18",54.935,NA,"2023","2",1712
"FASY_04",2023-07-18 11:52:00,2023-07-18 11:22:00,NA,30,"0.37",NA,0.37,NA,"2023","2",0
"FASY_04",2023-07-18 12:20:00,2023-07-18 11:50:00,1680,30,"1.27","1.36",1.315,NA,"2023","2",28
"FASY_04",2023-07-18 13:15:00,2023-07-18 12:45:00,3300,30,"1.49","0.99",1.24,NA,"2023","2",83
"FASY_04",2023-07-18 15:12:00,2023-07-18 14:42:00,7020,30,"5.94","6.34",6.14,NA,"2023","2",200
"FASY_04",2023-07-18 16:42:00,2023-07-18 16:12:00,5400,30,"11.22","10.04",10.63,NA,"2023","2",290
"FASY_04",2023-07-18 18:42:00,2023-07-18 18:12:00,7200,30,"23.44","21.66",22.55,NA,"2023","2",410
"FASY_04",2023-07-18 23:59:00,2023-07-18 23:29:00,19020,30,"32.1",NA,32.1,NA,"2023","2",727
"FASY_04",2023-07-19 08:47:00,2023-07-19 08:17:00,31680,30,"38.89","37.2",38.045,NA,"2023","2",1255
"FASY_04",2023-07-19 10:15:00,2023-07-19 09:45:00,5280,30,"40.12","41.12",40.62,NA,"2023","2",1343
"FASY_04",2023-07-19 12:15:00,2023-07-19 11:45:00,7200,30,"43.53","44.24",43.885,NA,"2023","2",1463
"FASY_04",2023-07-19 14:15:00,2023-07-19 13:45:00,7200,30,"43.61","43.02",43.315,NA,"2023","2",1583
"FASY_04",2023-07-19 16:15:00,2023-07-19 15:45:00,7200,30,"46.97",NA,46.97,NA,"2023","2",1703
"FASY_04",2023-07-19 20:55:00,2023-07-19 20:25:00,16800,30,"54.5",NA,54.5,NA,"2023","2",1983
"FASY_01",2023-08-10 09:55:00,2023-08-10 09:25:00,NA,30,"0.56",NA,0.56,NA,"2023","3",0
"FASY_01",2023-08-10 10:30:00,2023-08-10 10:00:00,2100,30,"1.94","1.57",1.755,NA,"2023","3",35
"FASY_01",2023-08-10 11:37:00,2023-08-10 11:07:00,4020,30,"1.35","1.45",1.4,NA,"2023","3",102
"FASY_01",2023-08-10 13:15:00,2023-08-10 12:45:00,5880,30,"7.44","10.99",9.215,NA,"2023","3",200
"FASY_01",2023-08-10 14:20:00,2023-08-10 13:50:00,3900,30,"16.41","18.23",17.32,NA,"2023","3",265
"FASY_01",2023-08-10 15:20:00,2023-08-10 14:50:00,3600,30,"19.98","21.21",20.595,NA,"2023","3",325
"FASY_01",2023-08-10 16:35:00,2023-08-10 16:05:00,4500,30,"28","28.3",28.15,NA,"2023","3",400
"FASY_01",2023-08-10 18:00:00,2023-08-10 17:30:00,5100,30,"32.5","32.8",32.65,NA,"2023","3",485
"FASY_01",2023-08-10 19:30:00,2023-08-10 19:00:00,5400,30,"36.1","37.05",36.575,NA,"2023","3",575
"FASY_01",2023-08-10 23:30:00,2023-08-10 23:00:00,14400,30,"48.8",NA,48.8,NA,"2023","3",815
"FASY_01",2023-08-11 09:15:00,2023-08-11 08:45:00,35100,30,"53.92","53.85",53.885,NA,"2023","3",1400
"FASY_01",2023-08-11 12:20:00,2023-08-11 11:50:00,11100,30,"59.56",NA,59.56,NA,"2023","3",1585
"FASY_02",2023-08-10 10:28:00,2023-08-10 09:58:00,NA,30,"0.61",NA,0.61,NA,"2023","3",0
"FASY_02",2023-08-10 10:52:00,2023-08-10 10:22:00,1440,30,"0.73","1.07",0.9,NA,"2023","3",24
"FASY_02",2023-08-10 11:49:00,2023-08-10 11:19:00,3420,30,"0.95","1.15",1.05,NA,"2023","3",81
"FASY_02",2023-08-10 13:17:00,2023-08-10 12:47:00,5280,30,"3.64","2.98",3.31,NA,"2023","3",169
"FASY_02",2023-08-10 14:22:00,2023-08-10 13:52:00,3900,30,"5.94","7.08",6.51,NA,"2023","3",234
"FASY_02",2023-08-10 15:39:00,2023-08-10 15:09:00,4620,30,"11.74","12.09",11.915,NA,"2023","3",311
"FASY_02",2023-08-10 17:24:00,2023-08-10 16:54:00,6300,30,"19.5","20.4",19.95,NA,"2023","3",416
"FASY_02",2023-08-10 18:31:00,2023-08-10 18:01:00,4020,30,"25.5",NA,25.5,"Not enough leafs left therefore only one sample taken","2023","3",483
"FASY_02",2023-08-10 20:06:00,2023-08-10 19:36:00,5700,30,"28.6","26.7",27.65,NA,"2023","3",578
"FASY_02",2023-08-10 23:30:00,2023-08-10 23:00:00,12240,30,"33.5",NA,33.5,NA,"2023","3",782
"FASY_02",2023-08-11 05:30:00,2023-08-11 05:00:00,21600,30,"40.7","41.8",41.25,NA,"2023","3",1142
"FASY_02",2023-08-11 09:15:00,2023-08-11 08:45:00,13500,30,"45.71","44.18",44.945,NA,"2023","3",1367
"FASY_02",2023-08-11 15:20:00,2023-08-11 14:50:00,21900,30,"68.62",NA,68.62,NA,"2023","3",1732
"FASY_03",2023-08-10 10:16:00,2023-08-10 09:46:00,NA,30,"0.68",NA,0.68,NA,"2023","3",0
"FASY_03",2023-08-10 10:50:00,2023-08-10 10:20:00,2040,30,"0.91","1.37",1.14,NA,"2023","3",34
"FASY_03",2023-08-10 11:48:00,2023-08-10 11:18:00,3480,30,"1.65","2.31",1.98,NA,"2023","3",92
"FASY_03",2023-08-10 13:16:00,2023-08-10 12:46:00,5280,30,"4.49","4.07",4.28,NA,"2023","3",180
"FASY_03",2023-08-10 14:22:00,2023-08-10 13:52:00,3960,30,"9.52","7.71",8.615,NA,"2023","3",246
"FASY_03",2023-08-10 15:38:00,2023-08-10 15:08:00,4560,30,"14.81","14",14.405,NA,"2023","3",322
"FASY_03",2023-08-10 17:23:00,2023-08-10 16:53:00,6300,30,"25.5","25",25.25,NA,"2023","3",427
"FASY_03",2023-08-10 18:30:00,2023-08-10 18:00:00,4020,30,"27.1","28.2",27.65,NA,"2023","3",494
"FASY_03",2023-08-10 20:05:00,2023-08-10 19:35:00,5700,30,"30.3",NA,30.3,"one leaf broke","2023","3",589
"FASY_03",2023-08-10 23:30:00,2023-08-10 23:00:00,12300,30,"36.9",NA,36.9,NA,"2023","3",794
"FASY_03",2023-08-11 05:30:00,2023-08-11 05:00:00,21600,30,"51.3","44.01",47.655,NA,"2023","3",1154
"FASY_03",2023-08-11 09:15:00,2023-08-11 08:45:00,13500,30,"55.6",NA,55.6,NA,"2023","3",1379
"FASY_04",2023-08-10 10:05:00,2023-08-10 09:35:00,NA,30,"0.65",NA,0.65,NA,"2023","3",0
"FASY_04",2023-08-10 10:32:00,2023-08-10 10:02:00,1620,30,"1.38","1.59",1.485,NA,"2023","3",27
"FASY_04",2023-08-10 11:38:00,2023-08-10 11:08:00,3960,30,"1.11","1.38",1.245,NA,"2023","3",93
"FASY_04",2023-08-10 13:15:00,2023-08-10 12:45:00,5820,30,"10.21","11.26",10.735,NA,"2023","3",190
"FASY_04",2023-08-10 14:21:00,2023-08-10 13:51:00,3960,30,"17.78","9.22",13.5,NA,"2023","3",256
"FASY_04",2023-08-10 15:21:00,2023-08-10 14:51:00,3600,30,"21.92","21.06",21.49,NA,"2023","3",316
"FASY_04",2023-08-10 16:35:00,2023-08-10 16:05:00,4440,30,"29","28.5",28.75,NA,"2023","3",390
"FASY_04",2023-08-10 18:01:00,2023-08-10 17:31:00,5160,30,"31.4","30.56",30.98,NA,"2023","3",476
"FASY_04",2023-08-10 19:32:00,2023-08-10 19:02:00,5460,30,"35.5","33.6",34.55,NA,"2023","3",567
"FASY_04",2023-08-10 23:30:00,2023-08-10 23:00:00,14280,30,"40.6",NA,40.6,NA,"2023","3",805
"FASY_04",2023-08-11 05:30:00,2023-08-11 05:00:00,21600,30,"56.3","56.4",56.35,NA,"2023","3",1165
"FREX_07",2023-08-10 10:45:00,2023-08-10 10:15:00,NA,30,"4.95",NA,4.95,NA,"2023","3",0
"FREX_07",2023-08-10 11:13:00,2023-08-10 10:43:00,1680,30,"11.51","11.89",11.7,NA,"2023","3",28
"FREX_07",2023-08-10 12:06:00,2023-08-10 11:36:00,3180,30,"18.94","19.45",19.195,NA,"2023","3",81
"FREX_07",2023-08-10 12:40:00,2023-08-10 12:10:00,2040,30,"20.22","21.14",20.68,NA,"2023","3",115
"FREX_07",2023-08-10 13:40:00,2023-08-10 13:10:00,3600,30,"25.53","23.6",24.565,NA,"2023","3",175
"FREX_07",2023-08-10 14:35:00,2023-08-10 14:05:00,3300,30,"26.84","25.62",26.23,NA,"2023","3",230
"FREX_07",2023-08-10 16:05:00,2023-08-10 15:35:00,5400,30,"28.15","28.62",28.385,NA,"2023","3",320
"FREX_07",2023-08-10 17:32:00,2023-08-10 17:02:00,5220,30,"29.89","30.5",30.195,NA,"2023","3",407
"FREX_07",2023-08-10 19:06:00,2023-08-10 18:36:00,5640,30,"32.8","32.6",32.7,NA,"2023","3",501
"FREX_07",2023-08-10 23:30:00,2023-08-10 23:00:00,15840,30,"35.1","36.6",35.85,NA,"2023","3",765
"FREX_07",2023-08-11 05:30:00,2023-08-11 05:00:00,21600,30,"41.5","41.8",41.65,NA,"2023","3",1125
"FREX_07",2023-08-11 09:15:00,2023-08-11 08:45:00,13500,30,"44.82","45.99",45.405,NA,"2023","3",1350
"FREX_07",2023-08-11 12:20:00,2023-08-11 11:50:00,11100,30,"45.3","48.23",46.765,NA,"2023","3",1535
"FREX_07",2023-08-11 15:20:00,2023-08-11 14:50:00,10800,30,"48.1","50.56",49.33,NA,"2023","3",1715
"FREX_07",2023-08-11 18:25:00,2023-08-11 17:55:00,11100,30,"53.2","52",52.6,NA,"2023","3",1900
"FREX_07",2023-08-12 07:52:00,2023-08-12 07:22:00,48420,30,"58","55.5",56.75,NA,"2023","3",2707
"FASY_01",2023-09-19 11:48:00,2023-09-19 11:18:00,NA,30,"0.5",NA,0.5,NA,"2023","4",0
"FASY_01",2023-09-19 12:25:00,2023-09-19 11:55:00,2220,30,"4.5","3",3.75,NA,"2023","4",37
"FASY_01",2023-09-19 13:25:00,2023-09-19 12:55:00,3600,30,"4.3","3.5",3.9,NA,"2023","4",97
"FASY_01",2023-09-19 15:00:00,2023-09-19 14:30:00,5700,30,"3.5","4",3.75,NA,"2023","4",192
"FASY_01",2023-09-19 17:00:00,2023-09-19 16:30:00,7200,30,"11.5","11",11.25,NA,"2023","4",312
"FASY_01",2023-09-19 18:30:00,2023-09-19 18:00:00,5400,30,"18.5","14",16.25,NA,"2023","4",402
"FASY_01",2023-09-19 23:45:00,2023-09-19 23:15:00,18900,30,"24.6","24.4",24.5,NA,"2023","4",717
"FASY_01",2023-09-20 07:30:00,2023-09-20 07:00:00,27900,30,"28.6","28.7",28.65,NA,"2023","4",1182
"FASY_01",2023-09-20 09:30:00,2023-09-20 09:00:00,7200,30,"30.4","30.9",30.65,NA,"2023","4",1302
"FASY_01",2023-09-20 11:30:00,2023-09-20 11:00:00,7200,30,"34.5","36",35.25,NA,"2023","4",1422
"FASY_01",2023-09-20 16:00:00,2023-09-20 15:30:00,16200,30,"41.5","42",41.75,NA,"2023","4",1692
"FASY_01",2023-09-20 17:00:00,2023-09-20 16:30:00,3600,30,"43","43.5",43.25,NA,"2023","4",1752
"FASY_01",2023-09-20 21:00:00,2023-09-20 20:30:00,14400,30,"44.6","47",45.8,NA,"2023","4",1992
"FASY_01",2023-09-21 09:00:00,2023-09-21 08:30:00,43200,30,"49.6",NA,49.6,NA,"2023","4",2712
"FASY_02",2023-09-21 08:00:00,2023-09-21 07:30:00,NA,30,"1.2",NA,1.2,NA,"2023","4",0
"FASY_02",2023-09-21 08:30:00,2023-09-21 08:00:00,1800,30,"1.5",NA,1.5,NA,"2023","4",30
"FASY_02",2023-09-21 09:30:00,2023-09-21 09:00:00,3600,30,"4","7",5.5,NA,"2023","4",90
"FASY_02",2023-09-21 11:30:00,2023-09-21 11:00:00,7200,30,"11","11.9",11.45,NA,"2023","4",210
"FASY_02",2023-09-21 13:30:00,2023-09-21 13:00:00,7200,30,"17","12.5",14.75,NA,"2023","4",330
"FASY_02",2023-09-21 15:30:00,2023-09-21 15:00:00,7200,30,"18","16.5",17.25,NA,"2023","4",450
"FASY_02",2023-09-21 19:30:00,2023-09-21 19:00:00,14400,30,"31","30",30.5,"after this sampling temperature reduced to 13 C and relative humdity increased to 65%","2023","4",690
"FASY_02",2023-09-22 07:10:00,2023-09-22 06:40:00,42000,30,"43",NA,43,"after this sampling temperature increaseded to 13 C and relative humdity decreased to 50%","2023","4",1390
"FASY_02",2023-09-22 08:45:00,2023-09-22 08:15:00,5700,30,"44","47",45.5,NA,"2023","4",1485
"FASY_02",2023-09-22 10:45:00,2023-09-22 10:15:00,7200,30,"56","52",54,NA,"2023","4",1605
"FASY_02",2023-09-22 12:45:00,2023-09-22 12:15:00,7200,30,"56",NA,56,NA,"2023","4",1725
"FASY_03",2023-09-19 11:25:00,2023-09-19 10:55:00,NA,30,"0.2",NA,0.2,NA,"2023","4",0
"FASY_03",2023-09-19 11:55:00,2023-09-19 11:25:00,1800,30,"2.1","1.8",1.95,NA,"2023","4",30
"FASY_03",2023-09-19 12:55:00,2023-09-19 12:25:00,3600,30,"4.5","4.5",4.5,NA,"2023","4",90
"FASY_03",2023-09-19 14:30:00,2023-09-19 14:00:00,5700,30,"6.5","8.5",7.5,NA,"2023","4",185
"FASY_03",2023-09-19 16:30:00,2023-09-19 16:00:00,7200,30,"15","19",17,NA,"2023","4",305
"FASY_03",2023-09-19 17:30:00,2023-09-19 17:00:00,3600,30,"19.8",NA,19.8,"the second twig broke","2023","4",365
"FASY_03",2023-09-19 19:00:00,2023-09-19 18:30:00,5400,30,"24","25",24.5,NA,"2023","4",455
"FASY_03",2023-09-19 23:45:00,2023-09-19 23:15:00,17100,30,"29.8","28.6",29.2,NA,"2023","4",740
"FASY_03",2023-09-20 07:30:00,2023-09-20 07:00:00,27900,30,"32.4","33.9",33.15,NA,"2023","4",1205
"FASY_03",2023-09-20 09:30:00,2023-09-20 09:00:00,7200,30,"38.5","38.1",38.3,NA,"2023","4",1325
"FASY_03",2023-09-20 11:30:00,2023-09-20 11:00:00,7200,30,"45.5","42.5",44,NA,"2023","4",1445
"FASY_03",2023-09-20 16:00:00,2023-09-20 15:30:00,16200,30,"47",NA,47,NA,"2023","4",1715
"FASY_03",2023-09-20 19:00:00,2023-09-20 18:30:00,10800,30,"54","55.5",54.75,NA,"2023","4",1895
"FASY_04",2023-09-19 11:28:00,2023-09-19 10:58:00,NA,30,"0.9",NA,0.9,NA,"2023","4",0
"FASY_04",2023-09-19 11:58:00,2023-09-19 11:28:00,1800,30,"1.2","2.2",1.7,NA,"2023","4",30
"FASY_04",2023-09-19 12:58:00,2023-09-19 12:28:00,3600,30,"7.5","8",7.75,NA,"2023","4",90
"FASY_04",2023-09-19 14:00:00,2023-09-19 13:30:00,3720,30,"16.5","16.6",16.55,NA,"2023","4",152
"FASY_04",2023-09-19 15:00:00,2023-09-19 14:30:00,3600,30,"19.5","21.5",20.5,NA,"2023","4",212
"FASY_04",2023-09-19 16:30:00,2023-09-19 16:00:00,5400,30,"24.5","25",24.75,NA,"2023","4",302
"FASY_04",2023-09-19 18:30:00,2023-09-19 18:00:00,7200,30,"29.2",NA,29.2,NA,"2023","4",422
"FASY_04",2023-09-19 23:45:00,2023-09-19 23:15:00,18900,30,"36.4","37.3",36.85,NA,"2023","4",737
"FASY_04",2023-09-20 07:30:00,2023-09-20 07:00:00,27900,30,"42.9","48.5",45.7,NA,"2023","4",1202
"FASY_04",2023-09-20 09:30:00,2023-09-20 09:00:00,7200,30,"49.2","54",51.6,NA,"2023","4",1322
"FASY_04",2023-09-20 11:30:00,2023-09-20 11:00:00,7200,30,"55","60",57.5,NA,"2023","4",1442
"FASY_04",2023-09-20 13:30:00,2023-09-20 13:00:00,7200,30,"57",NA,57,NA,"2023","4",1562
"FREX_05",2023-09-21 07:50:00,2023-09-21 07:20:00,NA,30,"4.5",NA,4.5,NA,"2023","4",0
"FREX_05",2023-09-21 08:27:00,2023-09-21 07:57:00,2220,30,"13","15.5",14.25,NA,"2023","4",37
"FREX_05",2023-09-21 09:30:00,2023-09-21 09:00:00,3780,30,"25.5","28.5",27,NA,"2023","4",100
"FREX_05",2023-09-21 10:30:00,2023-09-21 10:00:00,3600,30,"31","29.5",30.25,NA,"2023","4",160
"FREX_05",2023-09-21 11:30:00,2023-09-21 11:00:00,3600,30,"31.5","32",31.75,NA,"2023","4",220
"FREX_05",2023-09-21 12:30:00,2023-09-21 12:00:00,3600,30,"33","34",33.5,NA,"2023","4",280
"FREX_05",2023-09-21 14:00:00,2023-09-21 13:30:00,5400,30,"37","36.5",36.75,NA,"2023","4",370
"FREX_05",2023-09-21 16:00:00,2023-09-21 15:30:00,7200,30,"42","41.5",41.75,NA,"2023","4",490
"FREX_05",2023-09-21 18:00:00,2023-09-21 17:30:00,7200,30,"46","43.5",44.75,NA,"2023","4",610
"FREX_05",2023-09-21 19:50:00,2023-09-21 19:20:00,6600,30,"51","49.5",50.25,NA,"2023","4",720
"FREX_05",2023-09-22 07:10:00,2023-09-22 06:40:00,40800,30,"57","60",58.5,NA,"2023","4",1400
"FREX_06",2023-09-19 10:55:00,2023-09-19 10:25:00,NA,30,"2.1",NA,2.1,NA,"2023","4",0
"FREX_06",2023-09-19 11:28:00,2023-09-19 10:58:00,1980,30,"22.5","24",23.25,NA,"2023","4",33
"FREX_06",2023-09-19 12:25:00,2023-09-19 11:55:00,3420,30,"26.5","29",27.75,NA,"2023","4",90
"FREX_06",2023-09-19 13:30:00,2023-09-19 13:00:00,3900,30,"31.5","32.5",32,NA,"2023","4",155
"FREX_06",2023-09-19 14:30:00,2023-09-19 14:00:00,3600,30,"35","33",34,NA,"2023","4",215
"FREX_06",2023-09-19 15:30:00,2023-09-19 15:00:00,3600,30,"35","35.5",35.25,NA,"2023","4",275
"FREX_06",2023-09-19 17:00:00,2023-09-19 16:30:00,5400,30,"38","37.5",37.75,NA,"2023","4",365
"FREX_06",2023-09-19 18:30:00,2023-09-19 18:00:00,5400,30,"40",NA,40,NA,"2023","4",455
"FREX_06",2023-09-19 23:45:00,2023-09-19 23:15:00,18900,30,"46.5","43",44.75,NA,"2023","4",770
"FREX_06",2023-09-20 07:35:00,2023-09-20 07:05:00,28200,30,"47","47.5",47.25,NA,"2023","4",1240
"FREX_06",2023-09-20 13:35:00,2023-09-20 13:05:00,21600,30,"55","54",54.5,NA,"2023","4",1600
"FREX_06",2023-09-20 20:10:00,2023-09-20 19:40:00,23700,30,"58",NA,58,NA,"2023","4",1995
"FREX_07",2023-09-21 08:30:00,2023-09-21 08:00:00,NA,30,"9.5",NA,9.5,NA,"2023","4",0
"FREX_07",2023-09-21 09:00:00,2023-09-21 08:30:00,1800,30,"14.5","13",13.75,NA,"2023","4",30
"FREX_07",2023-09-21 10:00:00,2023-09-21 09:30:00,3600,30,"22.5","23",22.75,NA,"2023","4",90
"FREX_07",2023-09-21 11:00:00,2023-09-21 10:30:00,3600,30,"24.9","27.6",26.25,NA,"2023","4",150
"FREX_07",2023-09-21 12:00:00,2023-09-21 11:30:00,3600,30,"28","27.5",27.75,NA,"2023","4",210
"FREX_07",2023-09-21 14:00:00,2023-09-21 13:30:00,7200,30,"28.5","29",28.75,NA,"2023","4",330
"FREX_07",2023-09-21 16:00:00,2023-09-21 15:30:00,7200,30,"30","33",31.5,NA,"2023","4",450
"FREX_07",2023-09-21 18:00:00,2023-09-21 17:30:00,7200,30,"33.5",NA,33.5,NA,"2023","4",570
