SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
72,20:48:12,2024-06-05,fvfm_wb,rebecca,,003,004,525,0.257823,2.916780,0.236884,3.426915,1.515771,1.450884,2.937734,1.421963,14.433895,15.079411,29.225582,0.298530,1.800000,PSF-01225_20240605204812_95c,99.760292,100.449440,0.006861,0.000000,0.000000,0.000000,0.5,0.80,0.002628,1.000000,47.56,45.52,25.04,23.68,23.68,100.52,156.1,148.4,4.9,1,4.020,20:44:50,2024-06-05,1.45,0,-0.002,0.002,-0.015,-0.077,0.126,0.023,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433893,2.420410,1.661223,0.925106,0.272291,-0.014802,0.567167,0.107929,99.760292,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204812_95c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
73,20:48:52,2024-06-05,fvfm_wb,rebecca,,001,001,055,0.186124,2.916667,0.174959,2.673365,1.469554,1.418906,2.971591,1.502037,14.115374,14.619226,29.561598,0.298530,1.800000,PSF-01225_20240605204852_164,135.480164,134.158371,-0.009852,0.000000,0.000000,0.000000,0.5,0.80,-0.002962,1.000000,46.13,44.54,25.03,23.87,23.87,100.52,156.1,135.5,13.2,1,4.019,20:44:50,2024-06-05,1.45,0,-0.001,0.003,-0.008,-0.075,0.050,-0.184,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432663,2.418610,1.661105,0.892782,0.272392,-0.012486,0.569292,0.107783,135.480164,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204852_164,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
74,20:50:28,2024-06-05,fvfm_wb,rebecca,,001,002,055,0.306492,2.915267,0.277335,4.276029,1.483569,1.402478,2.998926,1.515357,13.951639,14.758321,29.832863,0.298530,1.800000,PSF-01225_20240605205028_60c,132.623428,131.031281,-0.012151,0.000000,0.000000,0.000000,0.5,0.80,-0.003343,1.000000,46.59,44.04,25.03,24.02,24.02,100.52,155.9,128.7,17.5,1,4.017,20:44:50,2024-06-05,1.45,0,-0.002,-0.004,-0.014,0.072,0.039,-0.064,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432031,2.419187,1.659643,0.875957,0.272449,-0.010655,0.574398,0.107738,132.623428,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205028_60c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
75,20:51:08,2024-06-05,fvfm_wb,rebecca,,001,003,055,0.224840,2.913712,0.208733,3.229874,1.463597,1.402260,2.984612,1.521015,13.949956,14.560144,29.691498,0.298530,1.800000,PSF-01225_20240605205108_638,135.724777,134.172684,-0.011568,0.000000,0.000000,0.000000,0.5,0.80,-0.002337,1.000000,45.97,44.05,25.02,23.94,23.94,100.52,155.7,145.6,6.5,1,4.016,20:44:50,2024-06-05,1.45,0,-0.003,-0.003,-0.014,0.147,0.005,-0.071,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432041,2.418411,1.658024,0.918090,0.272507,-0.011516,0.576456,0.107609,135.724777,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205108_638,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
76,20:51:37,2024-06-05,fvfm_wb,rebecca,,001,004,055,0.200717,2.914378,0.187784,2.851011,1.472195,1.418085,2.964693,1.492498,14.107071,14.645357,29.492685,0.298530,1.800000,PSF-01225_20240605205137_173,144.596817,143.309708,-0.008981,0.000000,0.000000,0.000000,0.5,0.80,-0.001616,1.000000,46.26,44.56,25.01,23.83,23.83,100.52,155.8,142.1,8.8,0,4.015,20:44:50,2024-06-05,1.45,0,-0.001,-0.002,-0.009,0.281,-0.072,-0.081,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432689,2.418776,1.658717,0.909231,0.272572,-0.012738,0.577960,0.107570,144.596817,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205137_173,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
77,20:52:17,2024-06-05,fvfm_wb,rebecca,,002,001,055,0.192825,2.917157,0.180870,2.836641,1.449757,1.396025,2.991470,1.541713,13.887585,14.422111,29.758987,0.298530,1.800000,PSF-01225_20240605205217_d1a,73.063370,76.071739,0.039546,0.000000,0.000000,0.000000,0.5,0.80,0.008100,1.000000,45.57,43.88,25.01,23.98,23.98,100.52,156.1,139.8,10.5,1,4.014,20:44:50,2024-06-05,1.45,0,-0.003,-0.002,-0.012,-0.007,0.038,0.001,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431832,2.417898,1.661619,0.903252,0.272626,-0.010944,0.580019,0.107614,73.063370,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205217_d1a,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
78,20:53:13,2024-06-05,fvfm_wb,rebecca,,002,002,055,0.212004,2.912882,0.197621,3.044596,1.459186,1.401323,2.973800,1.514614,13.939596,14.515182,29.581732,0.298530,1.800000,PSF-01225_20240605205313_a41,85.955498,85.422989,-0.006234,0.000000,0.000000,0.000000,0.5,0.80,-0.001558,1.000000,45.89,44.07,25.00,23.88,23.88,100.53,155.6,132.9,14.6,1,4.014,20:44:50,2024-06-05,1.45,0,-0.002,-0.003,-0.011,-0.094,-0.002,-0.075,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432070,2.418305,1.657162,0.886159,0.272715,-0.011992,0.582940,0.107694,85.955498,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205313_a41,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
79,20:53:43,2024-06-05,fvfm_wb,rebecca,,002,003,055,0.993010,2.914436,0.740653,8.681034,1.584625,1.420051,2.737564,1.152940,14.125888,15.762980,27.231791,0.298530,1.800000,PSF-01225_20240605205343_69a,67.945358,72.014450,0.056504,0.000000,0.000000,0.000000,0.5,0.80,0.014834,1.000000,49.85,44.68,24.99,22.51,22.51,100.53,155.8,145.9,6.4,1,4.013,20:44:50,2024-06-05,1.45,0,-0.003,-0.001,-0.013,-0.065,0.101,-0.138,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432838,2.423308,1.658777,0.918696,0.272795,-0.027676,0.584469,0.107716,67.945358,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205343_69a,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
80,20:54:25,2024-06-05,fvfm_wb,rebecca,,002,004,055,0.349974,2.914382,0.312453,4.502545,1.486688,1.401244,2.903651,1.416963,13.939260,14.789237,28.884869,0.298530,1.800000,PSF-01225_20240605205425_788,87.726120,87.161781,-0.006475,0.000000,0.000000,0.000000,0.5,0.80,-0.001529,1.000000,46.81,44.12,24.98,23.49,23.49,100.53,155.8,140.5,9.8,1,4.011,20:44:50,2024-06-05,1.45,0,-0.003,-0.001,-0.010,-0.362,-0.002,-0.016,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432143,2.419482,1.658721,0.905223,0.272955,-0.016324,0.586600,0.107669,87.726120,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205425_788,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
81,20:55:04,2024-06-05,fvfm_wb,rebecca,,003,001,055,0.236261,2.916098,0.218554,3.205279,1.454799,1.394037,2.897125,1.442326,13.867981,14.472444,28.820808,0.298530,1.800000,PSF-01225_20240605205504_171,91.148254,93.436363,0.024488,0.000000,0.000000,0.000000,0.5,0.80,0.005596,1.000000,45.84,43.92,24.97,23.45,23.45,100.52,156.0,142.5,8.7,1,4.010,20:44:50,2024-06-05,1.45,0,-0.001,-0.002,-0.012,-0.137,-0.017,-0.097,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431889,2.418242,1.660510,0.910166,0.273055,-0.016647,0.588570,0.107656,91.148254,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205504_171,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
82,20:55:43,2024-06-05,fvfm_wb,rebecca,,003,002,055,0.206233,2.916697,0.192614,2.751392,1.460194,1.408061,2.865290,1.405096,14.006685,14.525280,28.502481,0.298530,1.800000,PSF-01225_20240605205543_36b,114.004608,113.117340,-0.007844,0.000000,0.000000,0.000000,0.5,0.80,-0.001278,1.000000,46.01,44.37,24.97,23.27,23.27,100.53,156.1,140.2,10.2,0,4.010,20:55:35,2024-06-05,1.12,0,0.002,-0.003,0.007,-0.141,-0.239,-0.160,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432457,2.418888,1.661137,0.904439,0.273089,-0.018721,0.590615,0.107540,114.004608,0.000216,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205543_36b,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
83,20:56:17,2024-06-05,fvfm_wb,rebecca,,003,003,055,0.195366,2.917251,0.183104,2.712946,1.460365,1.408983,2.917391,1.457026,14.015927,14.527052,29.020893,0.298530,1.800000,PSF-01225_20240605205617_ba5,90.442657,89.281441,-0.013006,0.000000,0.000000,0.000000,0.5,0.80,-0.002714,1.000000,46.03,44.41,24.96,23.56,23.56,100.53,156.2,132.0,15.5,1,4.009,20:55:35,2024-06-05,1.12,0,-0.003,-0.001,-0.014,-0.105,-0.077,-0.157,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432507,2.418908,1.661716,0.884101,0.273129,-0.015230,0.592277,0.107621,90.442657,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205617_ba5,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
84,20:56:48,2024-06-05,fvfm_wb,rebecca,,003,004,055,0.172750,2.915250,0.163086,2.390833,1.477337,1.431990,2.918896,1.441559,14.244226,14.695296,29.034714,0.298530,1.800000,PSF-01225_20240605205648_d33,82.492233,82.672119,0.002176,0.000000,0.000000,0.000000,0.5,0.80,0.000464,1.000000,46.57,45.14,24.96,23.57,23.57,100.53,155.9,133.7,14.2,1,4.008,20:55:35,2024-06-05,1.12,0,-0.001,-0.000,0.006,-0.019,-0.219,0.042,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433429,2.419596,1.659625,0.888327,0.273159,-0.015099,0.593880,0.107628,82.492233,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205648_d33,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
85,20:57:21,2024-06-05,fvfm_wb,rebecca,,001,001,060,0.153343,2.916792,0.145684,2.136408,1.463123,1.422646,2.905326,1.442203,14.151527,14.554165,28.900234,0.298530,1.800000,PSF-01225_20240605205721_959,136.230469,134.719498,-0.011216,0.000000,0.000000,0.000000,0.5,0.80,-0.003303,1.000000,46.11,44.83,24.97,23.50,23.50,100.53,156.1,151.0,3.3,1,4.008,20:55:35,2024-06-05,1.12,0,-0.003,-0.002,-9999.000,-0.121,0.042,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433036,2.419005,1.661237,0.931755,0.273090,-0.016068,0.595469,0.107772,136.230469,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205721_959,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
86,20:58:10,2024-06-05,fvfm_wb,rebecca,,001,002,060,0.212446,2.914874,0.198014,2.832897,1.469193,1.415440,2.876395,1.407202,14.079287,14.613962,28.611309,0.298530,1.800000,PSF-01225_20240605205810_faf,93.936684,93.135956,-0.008597,0.000000,0.000000,0.000000,0.5,0.80,-0.002003,1.000000,46.28,44.58,24.97,23.33,23.33,100.53,155.9,148.4,4.8,1,4.006,20:55:35,2024-06-05,1.12,0,-0.001,-0.001,-0.011,-0.245,-0.210,-0.067,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432723,2.419219,1.659232,0.925127,0.273003,-0.018076,0.597927,0.107664,93.936684,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205810_faf,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
87,20:58:40,2024-06-05,fvfm_wb,rebecca,,001,003,060,0.154756,2.914635,0.146954,2.236916,1.439618,1.397154,2.936580,1.496962,13.897780,14.320176,29.210766,0.298530,1.800000,PSF-01225_20240605205840_cf0,138.929489,137.261505,-0.012152,0.000000,0.000000,0.000000,0.5,0.80,-0.003028,1.000000,45.33,43.99,24.98,23.67,23.67,100.53,155.8,125.7,19.3,1,4.005,20:55:35,2024-06-05,1.12,0,0.002,-0.001,-0.012,0.016,0.082,-0.233,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431980,2.418020,1.658983,0.868712,0.272952,-0.014162,0.599357,0.107692,138.929489,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205840_cf0,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
88,20:59:29,2024-06-05,fvfm_wb,rebecca,,001,004,060,0.256204,2.917142,0.235519,3.404623,1.436144,1.371636,2.858419,1.422275,13.643369,14.285020,28.432079,0.298530,1.800000,PSF-01225_20240605205929_fed,112.655281,111.021996,-0.014711,0.000000,0.000000,0.000000,0.5,0.80,-0.003728,1.000000,45.23,43.20,24.98,23.23,23.23,100.54,156.1,134.8,13.7,1,4.004,20:55:35,2024-06-05,1.12,0,-0.004,-0.004,-0.010,-0.019,-0.032,0.015,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.430973,2.417891,1.661602,0.890933,0.272982,-0.019294,0.601769,0.107700,112.655281,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605205929_fed,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
89,21:00:09,2024-06-05,fvfm_wb,rebecca,,002,001,060,0.302654,2.918408,0.274216,3.901662,1.447585,1.373744,2.847419,1.399834,13.664951,14.399458,28.323931,0.298530,1.800000,PSF-01225_20240605210009_413,68.375587,67.765114,-0.009009,0.000000,0.000000,0.000000,0.5,0.80,-0.002349,1.000000,45.59,43.26,24.98,23.16,23.16,100.53,156.3,140.3,10.2,1,4.004,20:55:35,2024-06-05,1.12,0,-0.004,-0.004,-0.014,-0.093,-0.118,0.019,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431054,2.418345,1.662931,0.904587,0.272970,-0.020041,0.603718,0.107713,68.375587,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210009_413,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
90,21:01:05,2024-06-05,fvfm_wb,rebecca,,002,002,060,0.524406,2.915550,0.444463,5.876958,1.488682,1.377253,2.789696,1.301014,13.699612,14.808008,27.749264,0.298530,1.800000,PSF-01225_20240605210105_eeb,76.372505,75.551033,-0.010873,0.000000,0.000000,0.000000,0.5,0.80,-0.002531,1.000000,46.86,43.35,24.99,22.82,22.82,100.53,155.9,130.8,16.1,1,4.002,20:55:35,2024-06-05,1.12,0,-0.004,-0.005,-0.010,-0.028,0.011,-0.040,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431167,2.419955,1.659938,0.881100,0.272885,-0.024021,0.606447,0.107663,76.372505,0.000208,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210105_eeb,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
91,21:01:39,2024-06-05,fvfm_wb,rebecca,,002,003,060,0.192211,2.918483,0.180334,2.733296,1.429135,1.377396,2.920002,1.490868,13.700355,14.214976,29.043987,0.298530,1.800000,PSF-01225_20240605210139_e92,76.159714,75.520996,-0.008457,0.000000,0.000000,0.000000,0.5,0.80,-0.001958,1.000000,44.96,43.34,24.99,23.58,23.58,100.54,156.3,144.6,7.5,1,4.002,20:55:35,2024-06-05,1.12,0,-0.001,-0.003,-0.010,-0.005,0.060,-0.045,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431145,2.417550,1.663009,0.915515,0.272798,-0.015416,0.608063,0.107661,76.159714,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210139_e92,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
92,21:02:16,2024-06-05,fvfm_wb,rebecca,,002,004,060,0.164761,2.913653,0.155943,2.451494,1.421696,1.375115,2.967554,1.545858,13.678827,14.142181,29.519455,0.298530,1.800000,PSF-01225_20240605210216_3a0,76.219437,75.678345,-0.007150,0.000000,0.000000,0.000000,0.5,0.80,-0.001615,1.000000,44.72,43.25,25.00,23.85,23.85,100.53,155.7,146.9,5.7,1,4.000,20:55:35,2024-06-05,1.12,0,-0.004,-0.002,-0.011,0.177,-0.136,-0.004,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431036,2.417233,1.657963,0.921159,0.272741,-0.012370,0.609785,0.107651,76.219437,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210216_3a0,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
93,21:02:45,2024-06-05,fvfm_wb,rebecca,,003,001,060,0.188082,2.914567,0.176681,2.642121,1.440311,1.390153,2.911136,1.470825,13.828098,14.327032,28.957598,0.298530,1.800000,PSF-01225_20240605210245_c8f,131.035202,129.571442,-0.011297,0.000000,0.000000,0.000000,0.5,0.80,-0.002730,1.000000,45.29,43.71,25.00,23.53,23.53,100.53,155.8,135.1,13.3,1,4.000,20:55:35,2024-06-05,1.12,0,-0.002,-0.001,-0.015,0.161,-0.091,-0.222,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431616,2.417958,1.658913,0.891775,0.272681,-0.016125,0.611150,0.107679,131.035202,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210245_c8f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
94,21:03:34,2024-06-05,fvfm_wb,rebecca,,003,002,060,0.321025,2.912628,0.289154,4.338666,1.454679,1.372194,2.930309,1.475630,13.648617,14.469050,29.146498,0.298530,1.800000,PSF-01225_20240605210334_825,136.988647,135.238770,-0.012939,0.000000,0.000000,0.000000,0.5,0.80,-0.002734,1.000000,45.73,43.14,25.01,23.64,23.64,100.54,155.6,125.4,19.4,1,3.999,20:55:35,2024-06-05,1.12,0,-0.001,-0.001,-0.012,0.033,-0.026,-0.011,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.430890,2.418520,1.656899,0.867999,0.272646,-0.014904,0.613534,0.107625,136.988647,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210334_825,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
95,21:04:03,2024-06-05,fvfm_wb,rebecca,,003,003,060,0.174055,2.915323,0.164248,2.510001,1.427946,1.380318,2.930928,1.502982,13.730270,14.204033,29.154469,0.298530,1.800000,PSF-01225_20240605210403_3cf,107.292297,106.185081,-0.010427,0.000000,0.000000,0.000000,0.5,0.80,-0.001986,1.000000,44.88,43.38,25.01,23.64,23.64,100.53,155.9,128.4,17.6,0,3.998,20:55:35,2024-06-05,1.12,0,-0.001,-0.004,-0.012,-0.231,-0.108,-0.015,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431199,2.417438,1.659702,0.875301,0.272600,-0.014913,0.614940,0.107588,107.292297,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210403_3cf,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
96,21:04:38,2024-06-05,fvfm_wb,rebecca,,003,004,060,0.182283,2.914629,0.171554,2.647931,1.433360,1.383087,2.951309,1.517949,13.756962,14.257004,29.355381,0.298530,1.800000,PSF-01225_20240605210438_5fc,87.176086,86.896065,-0.003222,0.000000,0.000000,0.000000,0.5,0.80,-0.000616,1.000000,45.03,43.45,25.02,23.76,23.76,100.54,155.8,130.7,16.1,0,3.997,20:55:35,2024-06-05,1.12,0,-0.001,-0.002,-0.011,-0.062,-0.198,-0.014,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.431290,2.417634,1.658977,0.880941,0.272539,-0.013646,0.616562,0.107590,87.176086,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605210438_5fc,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
